역사_ID,역사명,호선,위도,경도
9007,수서,수도권 광역급행철도,37.48637,127.10161
9006,삼성,수도권 광역급행철도,37.50887,127.06324
9005,서울,수도권 광역급행철도,37.55569,126.97296
9004,연신내,수도권 광역급행철도,37.61878,126.9213
9002,대곡,수도권 광역급행철도,37.63191,126.81113
4929,김포공항,김포골드라인,37.56236,126.801868
4928,고촌,김포골드라인,37.601243,126.770345
4807,신천,서해선,37.439066,126.786788
4806,시흥대야,서해선,37.450145,126.793041
4805,소새울,서해선,37.468467,126.797252
4804,소사,서해선,37.483279,126.795023
4713,신설동,우이신설선,37.576095,127.023242
4712,보문,우이신설선,37.585286,127.019381
4711,성신여대입구(돈암),우이신설선,37.592467,127.016516
4710,정릉,우이신설선,37.603133,127.013396
4709,북한산보국문,우이신설선,37.612072,127.008251
4708,솔샘,우이신설선,37.620238,127.013626
4707,삼양사거리,우이신설선,37.621337,127.020473
4706,삼양,우이신설선,37.626914,127.018106
4705,화계,우이신설선,37.634133,127.017511
4704,가오리,우이신설선,37.641537,127.016789
4703,4.19민주묘지,우이신설선,37.649502,127.013684
4702,솔밭공원,우이신설선,37.65603,127.013273
4701,북한산우이,우이신설선,37.662909,127.012706
4411,관악산(서울대),신림선,37.4691018,126.9450639
4410,서울대벤처타운,신림선,37.4720019,126.9339351
4409,서원,신림선,37.4782341,126.9330365
4408,신림,신림선,37.4849266,126.9296159
4407,당곡,신림선,37.4902998,126.9275133
4406,보라매병원,신림선,37.4929598,126.9234964
4405,보라매공원,신림선,37.4955691,126.9180827
4404,보라매,신림선,37.5002739,126.9204355
4403,서울지방병무청,신림선,37.5060464,126.9227083
4402,대방,신림선,37.5133059,126.9257265
4401,샛강,신림선,37.5170969,126.929399
4310,청계산입구,신분당선,37.447211,127.055664
4309,양재시민의숲(매헌),신분당선,37.470023,127.03842
4308,양재(서초구청),신분당선,37.483809,127.034653
4307,강남,신분당선,37.496837,127.028104
4306,신논현,신분당선(연장2),37.504598,127.02506
4305,논현,신분당선(연장2),37.511093,127.021415
4304,신사,신분당선(연장2),37.516334,127.020114
4207,김포공항,공항철도1호선,37.561842,126.801904
4206,마곡나루,공항철도1호선,37.565543,126.827378
4204,디지털미디어시티,공항철도1호선,37.576958,126.898609
4203,홍대입구,공항철도1호선,37.557438,126.926715
4202,공덕,공항철도1호선,37.54253,126.952024
4201,서울역,공항철도1호선,37.553247,126.969769
4138,중앙보훈병원,9호선(연장),37.529191,127.148739
4137,둔촌오륜,9호선(연장),37.519683,127.137989
4136,올림픽공원(한국체대),9호선(연장),37.516269,127.130288
4135,한성백제,9호선(연장),37.516404,127.116503
4134,송파나루,9호선(연장),37.510372,127.112216
4133,석촌,9호선(연장),37.505208,127.10704
4132,석촌고분,9호선(연장),37.502558,127.097033
4131,삼전,9호선(연장),37.504738,127.088025
4130,종합운동장,9호선(연장),37.511426,127.076275
4129,봉은사,9호선(연장),37.514219,127.060245
4128,삼성중앙,9호선(연장),37.513011,127.053282
4127,선정릉,9호선(연장),37.510297,127.043999
4126,언주,9호선(연장),37.507287,127.033868
4125,신논현,9호선,37.504598,127.02506
4124,사평,9호선,37.504206,127.015259
4123,고속터미널,9호선,37.50598,127.004403
4122,신반포,9호선,37.503415,126.995925
4121,구반포,9호선,37.501364,126.987332
4120,동작(현충원),9호선,37.502878,126.978153
4119,흑석(중앙대입구),9호선,37.50877,126.963708
4118,노들,9호선,37.512887,126.953222
4117,노량진,9호선,37.513534,126.941005
4116,샛강,9호선,37.517274,126.928422
4115,여의도,9호선,37.52176,126.92403
4114,국회의사당,9호선,37.528105,126.917874
4113,당산,9호선,37.533406,126.902809
4112,선유도,9호선,37.53802,126.893525
4111,신목동,9호선,37.544277,126.88308
4110,염창,9호선,37.546936,126.874916
4109,등촌,9호선,37.550632,126.865689
4108,증미,9호선,37.557402,126.861939
4107,가양,9호선,37.561391,126.854456
4106,양천향교,9호선,37.568381,126.841333
4105,마곡나루,9호선,37.566778,126.82731
4104,신방화,9호선,37.567532,126.816601
4103,공항시장,9호선,37.563726,126.810678
4102,김포공항,9호선,37.561916,126.802152
4101,개화,9호선,37.578608,126.798153
3756,신중동,7호선(인천),37.50282,126.77566
3755,춘의,7호선(인천),37.50365,126.78828
3754,부천종합운동장,7호선(인천),37.50502,126.79661
3753,까치울,7호선(인천),37.50613,126.81093
2828,남위례,8호선,37.4624,127.13977
2827,모란,8호선,37.433824,127.129837
2826,수진,8호선,37.437428,127.140722
2825,신흥,8호선,37.440918,127.147564
2824,단대오거리,8호선,37.44521,127.156866
2823,남한산성입구(성남법원.검찰청),8호선,37.451535,127.159816
2822,산성,8호선,37.457122,127.149908
2821,복정,8호선,37.471052,127.126732
2820,장지,8호선,37.478703,127.126191
2819,문정,8호선,37.485855,127.1225
2818,가락시장,8호선,37.492888,127.118398
2817,송파,8호선,37.499703,127.112183
2816,석촌,8호선,37.505557,127.106832
2815,잠실(송파구청),8호선,37.514692,127.104338
2814,몽촌토성(평화의문),8호선,37.517409,127.112359
2813,강동구청,8호선,37.530341,127.120508
2812,천호(풍납토성),8호선,37.538113,127.123254
2811,암사,8호선,37.55021,127.127562
2810,암사역사공원,8호선,37.55695,127.13702
2809,장자호수공원,별내선,37.58738,127.13794
2808,구리,별내선,37.60262,127.1407
2807,동구릉,별내선,37.61105,127.13793
2806,다산,별내선,37.62429,127.14973
2805,별내,별내선,37.64232,127.1276
2756,신중동,7호선,37.503048,126.77596
2755,춘의,7호선,37.503663,126.787036
2754,부천종합운동장,7호선,37.50538,126.797337
2753,까치울,7호선,37.506207,126.810939
2752,온수(성공회대입구),7호선,37.492092,126.823023
2751,천왕,7호선,37.486637,126.838713
2750,광명사거리,7호선,37.479252,126.854876
2749,철산,7호선,37.47605,126.867911
2748,가산디지털단지,7호선,37.480338,126.882656
2747,남구로,7호선,37.486056,126.887249
2746,대림(구로구청),7호선,37.493013,126.897075
2745,신풍,7호선,37.50008,126.90993
2744,보라매,7호선,37.499872,126.920428
2743,신대방삼거리,7호선,37.499701,126.928276
2742,장승배기,7호선,37.504898,126.93915
2741,상도,7호선,37.502834,126.94791
2740,숭실대입구(살피재),7호선,37.496029,126.953822
2739,남성,7호선,37.484596,126.971251
2738,이수,7호선,37.485196,126.981605
2737,내방,7호선,37.487618,126.993513
2736,고속터미널,7호선,37.503367,127.005068
2735,반포,7호선,37.508178,127.011727
2734,논현,7호선,37.511093,127.021415
2733,학동,7호선,37.514229,127.031656
2732,강남구청,7호선,37.517179,127.041255
2731,청담,7호선,37.519365,127.05335
2730,뚝섬유원지,7호선,37.53154,127.066704
2729,건대입구,7호선,37.540786,127.071011
2728,어린이대공원(세종대),7호선,37.548014,127.074658
2727,군자(능동),7호선,37.556897,127.079338
2726,중곡,7호선,37.565923,127.08432
2725,용마산,7호선,37.573647,127.086727
2724,사가정,7호선,37.580894,127.088478
2723,면목,7호선,37.588579,127.087503
2722,상봉(시외버스터미널),7호선,37.595577,127.085716
2721,중화,7호선,37.602545,127.079264
2720,먹골,7호선,37.610637,127.077725
2719,태릉입구,7호선,37.618294,127.075397
2718,공릉(서울과학기술대),7호선,37.625742,127.072896
2717,하계,7호선,37.636352,127.06799
2716,중계,7호선,37.644583,127.064303
2715,노원,7호선,37.654836,127.060462
2714,마들,7호선,37.66494,127.057675
2713,수락산,7호선,37.67785,127.055315
2712,도봉산,7호선,37.689241,127.046509
2711,장암,7호선,37.700109,127.053196
2649,신내,6호선,37.613174,127.102231
2648,봉화산(서울의료원),6호선,37.617283,127.091401
2647,화랑대(서울여대입구),6호선,37.620064,127.084689
2646,태릉입구,6호선,37.617338,127.074735
2645,석계,6호선,37.614872,127.065595
2644,돌곶이,6호선,37.610537,127.056431
2643,상월곡(한국과학기술연구원),6호선,37.606377,127.048491
2642,월곡(동덕여대),6호선,37.601948,127.041518
2641,고려대(종암),6호선,37.590508,127.036296
2640,안암(고대병원앞),6호선,37.586272,127.029005
2639,보문,6호선,37.585274,127.019351
2638,창신,6호선,37.579661,127.015241
2637,동묘앞,6호선,37.572279,127.015653
2636,신당,6호선,37.566154,127.016146
2635,청구,6호선,37.560608,127.013986
2634,약수,6호선,37.554263,127.010358
2633,버티고개,6호선,37.548013,127.007055
2632,한강진,6호선,37.539631,127.001725
2631,이태원,6호선,37.534488,126.994302
2630,녹사평(용산구청),6호선,37.534675,126.986695
2629,삼각지,6호선,37.535534,126.974032
2628,효창공원앞,6호선,37.539233,126.961384
2627,공덕,6호선,37.543555,126.951678
2626,대흥(서강대앞),6호선,37.547771,126.942069
2625,광흥창(서강),6호선,37.547456,126.931993
2624,상수,6호선,37.547716,126.922852
2623,합정,6호선,37.549209,126.913366
2622,망원,6호선,37.556094,126.910052
2621,마포구청,6호선,37.563515,126.903343
2620,월드컵경기장(성산),6호선,37.569532,126.899298
2619,디지털미디어시티,6호선,37.576108,126.901391
2618,증산(명지대앞),6호선,37.583876,126.909645
2617,새절(신사),6호선,37.591148,126.913629
2616,구산,6호선,37.611377,126.91727
2615,연신내,6호선,37.618636,126.920625
2614,독바위,6호선,37.618456,126.933031
2613,불광,6호선,37.610873,126.92939
2612,역촌,6호선,37.606021,126.922744
2611,응암,6호선,37.598605,126.915577
2562,강일,5호선,37.55749,127.17593
2561,마천,5호선,37.49499,127.152781
2560,거여,5호선,37.493105,127.14415
2559,개롱,5호선,37.498079,127.13482
2558,오금,5호선,37.502057,127.127938
2557,방이,5호선,37.508857,127.126133
2556,올림픽공원(한국체대),5호선,37.516201,127.130923
2555,둔촌동,5호선,37.527788,127.136248
2554,상일동,5호선,37.556712,127.166417
2553,고덕,5호선,37.555004,127.154151
2552,명일,5호선,37.55137,127.143999
2551,굽은다리(강동구민회관앞),5호선,37.545477,127.142853
2550,길동,5호선,37.537801,127.140004
2549,강동,5호선,37.535804,127.132481
2548,천호(풍납토성),5호선,37.53864,127.123308
2547,광나루(장신대),5호선,37.545303,127.10357
2546,아차산(어린이대공원후문),5호선,37.551691,127.089761
2545,군자(능동),5호선,37.557088,127.079577
2544,장한평,5호선,37.56144,127.064623
2543,답십리,5호선,37.566747,127.052704
2542,마장,5호선,37.5661,127.042973
2541,왕십리(성동구청),5호선,37.56184,127.037059
2540,행당,5호선,37.557322,127.029476
2539,신금호,5호선,37.554548,127.020331
2538,청구,5호선,37.560276,127.013639
2537,동대문역사문화공원,5호선,37.564665,127.005353
2536,을지로4가,5호선,37.567352,126.998032
2535,종로3가,5호선,37.57254,126.990305
2534,광화문(세종문화회관),5호선,37.571525,126.97717
2533,서대문,5호선,37.565773,126.966641
2532,충정로(경기대입구),5호선,37.560236,126.9629
2531,애오개,5호선,37.553736,126.95682
2530,공덕,5호선,37.544431,126.951372
2529,마포,5호선,37.539574,126.945932
2528,여의나루,5호선,37.527098,126.932901
2527,여의도,5호선,37.521747,126.924357
2526,신길,5호선,37.517623,126.914839
2525,영등포시장,5호선,37.522669,126.905139
2524,영등포구청,5호선,37.5242,126.89503
2523,양평,5호선,37.525569,126.886129
2522,오목교(목동운동장앞),5호선,37.524496,126.875181
2521,목동,5호선,37.526065,126.864931
2520,신정(은행정),5호선,37.524997,126.856191
2519,까치산,5호선,37.531768,126.846683
2518,화곡,5호선,37.541513,126.840461
2517,우장산,5호선,37.548768,126.836318
2516,발산,5호선,37.558598,126.837668
2515,마곡,5호선,37.560183,126.825448
2514,송정,5호선,37.561184,126.811973
2513,김포공항,5호선,37.562384,126.801292
2512,개화산,5호선,37.572399,126.806171
2511,방화,5호선,37.577446,126.812741
1982,부천종합운동장,서해선,37.505457,126.797289
1981,원종,서해선,37.5239,126.8049
1980,김포공항,서해선,37.5617,126.8041
1956,정발산,일산선,37.659477,126.773359
1955,마두,일산선,37.652206,126.77762
1954,백석,일산선,37.643114,126.78787
1953,대곡,일산선,37.631626,126.811024
1952,화정,일산선,37.634592,126.83265
1951,원당,일산선,37.653324,126.843041
1950,삼송,일산선,37.653083,126.895558
1949,지축,일산선,37.648017,126.91397
1948,원흥,일산선,37.650658,126.872642
1903,도봉산,경원선,37.689534,127.046049
1902,도봉,경원선,37.679563,127.045595
1901,방학,경원선,37.667503,127.044273
1853,모란,분당선,37.432052,127.129104
1852,태평,분당선,37.440019,127.127709
1851,가천대,분당선,37.448605,127.126697
1850,선정릉,분당선,37.510735,127.043677
1849,강남구청,분당선,37.517469,127.041151
1848,압구정로데오,분당선,37.527381,127.040534
1847,서울숲,분당선,37.543617,127.044707
1822,중동,경인선,37.486562,126.764843
1821,온수(성공회대입구),경인선,37.492433,126.824086
1814,소사,경인선,37.482753,126.79544
1813,구일,경인선,37.496756,126.870793
1804,부천,경인선,37.48405,126.782686
1803,역곡,경인선,37.485178,126.811502
1802,오류동,경인선,37.494526,126.845365
1801,개봉,경인선,37.494594,126.85968
1714,독산,경부선,37.466613,126.889249
1704,석수,경부선,37.435047,126.902295
1703,금천구청,경부선,37.455626,126.89398
1702,가산디지털단지,경부선,37.481581,126.882581
1701,구로,경부선,37.503039,126.881966
1454,정부과천청사,과천선,37.426513,126.98978
1453,과천,과천선,37.433021,126.996568
1452,대공원,과천선,37.435675,127.006523
1451,경마공원,과천선,37.443885,127.007888
1450,선바위,과천선,37.451673,127.002303
1315,사릉,경춘선,37.65108,127.176933
1314,퇴계원,경춘선,37.648311,127.143952
1313,별내,경춘선,37.64202,127.12684
1312,갈매,경춘선,37.634118,127.114757
1311,신내,경춘선,37.612887,127.103218
1275,일산,경의중앙선,37.682077,126.769846
1274,풍산,경의중앙선,37.672346,126.786243
1273,백마,경의중앙선,37.658239,126.794461
1272,곡산,경의중앙선,37.645676,126.801762
1271,능곡,경의중앙선,37.618808,126.820783
1270,행신,경의중앙선,37.612102,126.834146
1269,강매,경의중앙선,37.612314,126.843223
1268,화전,경의중앙선,37.602888,126.868387
1267,수색,경의중앙선,37.580842,126.895611
1266,디지털미디어시티,경의중앙선,37.577475,126.900453
1265,가좌,경의중앙선,37.568491,126.915487
1264,홍대입구,경의중앙선,37.557641,126.926683
1263,서강대,경의중앙선,37.551881,126.935711
1262,공덕,경의중앙선,37.542596,126.952099
1261,효창공원앞,경의중앙선,37.538579,126.96221
1252,신촌,경의중앙선,37.559733,126.942597
1251,서울역,경의중앙선,37.557231,126.97103
1206,도농,중앙선,37.608806,127.161153
1205,구리,중앙선,37.603392,127.143869
1204,양원,중앙선,37.606596,127.107906
1203,망우,중앙선,37.59955,127.091909
1202,상봉(시외버스터미널),중앙선,37.596678,127.08504
1201,중랑,중앙선,37.594917,127.076116
1032,신길,경부선,37.516862,126.917865
1030,수서,분당선,37.487472,127.101422
1028,대모산입구,분당선,37.491373,127.07272
1027,개포동,분당선,37.489116,127.06614
1026,구룡,분당선,37.486839,127.058856
1025,도곡,분당선,37.491224,127.055186
1024,한티,분당선,37.496237,127.052873
1023,선릉,분당선,37.504856,127.048807
1021,녹천,경원선,37.644799,127.051269
1020,월계,경원선,37.633212,127.058831
1019,광운대,경원선,37.623632,127.061835
1018,석계,경원선,37.614532,127.065934
1017,신이문,경원선,37.601854,127.067325
1016,외대앞,경원선,37.596073,127.063549
1015,회기,중앙선,37.58946,127.057583
1014,청량리(서울시립대입구),경원선,37.580759,127.0483
1013,왕십리(성동구청),경원선,37.561827,127.038352
1012,응봉,경원선,37.549946,127.034538
1011,옥수,경원선,37.540446,127.018672
1010,한남,경원선,37.52943,127.009169
1009,서빙고,경원선,37.519594,126.988537
1008,이촌(국립중앙박물관),경원선,37.522427,126.973406
1007,신도림,경부선,37.508787,126.891144
1006,영등포,경부선,37.515504,126.907628
1005,대방,경부선,37.513342,126.926382
1004,노량진,경부선,37.514149,126.94271
1003,용산,경부선,37.529849,126.964561
1002,남영,경부선,37.541021,126.9713
1001,서울역,경부선,37.554337,126.971134
434,남태령,4호선,37.463873,126.989134
433,사당,4호선,37.476955,126.981651
432,총신대입구(이수),4호선,37.486263,126.981989
431,동작(현충원),4호선,37.502852,126.980347
430,이촌(국립중앙박물관),4호선,37.522295,126.974733
429,신용산,4호선,37.52917,126.967894
428,삼각지,4호선,37.534075,126.9726
427,숙대입구(갈월),4호선,37.54456,126.972106
426,서울역,4호선,37.55281,126.972556
425,회현(남대문시장),4호선,37.558514,126.978246
424,명동,4호선,37.560989,126.986325
423,충무로,4호선,37.561207,126.99408
422,동대문역사문화공원,4호선,37.565133,127.007885
421,동대문,4호선,37.57093,127.009287
420,혜화,4호선,37.582336,127.001844
419,한성대입구(삼선교),4호선,37.588458,127.006221
418,성신여대입구(돈암),4호선,37.592612,127.016441
417,길음,4호선,37.603407,127.025053
416,미아사거리,4호선,37.613292,127.030053
415,미아(서울사이버대학),4호선,37.62667,127.025983
414,수유(강북구청),4호선,37.638052,127.025732
413,쌍문,4호선,37.648627,127.034709
412,창동,4호선,37.653088,127.047274
411,노원,4호선,37.65627,127.063276
410,상계,4호선,37.660878,127.073572
409,불암산,4호선,37.670272,127.079066
408,별내별가람,진접선,37.66778,127.11581
342,오금,3호선,37.502129,127.128319
341,경찰병원,3호선,37.495918,127.12454
340,가락시장,3호선,37.492245,127.117757
339,수서,3호선,37.487378,127.101907
338,일원,3호선,37.483681,127.08439
337,대청,3호선,37.493514,127.079532
336,학여울,3호선,37.496663,127.070594
335,대치,3호선,37.494612,127.063642
334,도곡,3호선,37.490922,127.055452
333,매봉,3호선,37.486947,127.046769
332,양재(서초구청),3호선,37.484477,127.033902
331,남부터미널(예술의전당),3호선,37.485013,127.016189
330,교대(법원.검찰청),3호선,37.493025,127.013786
329,고속터미널,3호선,37.504891,127.004916
328,잠원,3호선,37.512759,127.01122
327,신사,3호선,37.516334,127.020114
326,압구정,3호선,37.527072,127.028461
325,옥수,3호선,37.541684,127.017269
324,금호,3호선,37.548034,127.015872
323,약수,3호선,37.554867,127.010541
322,동대입구,3호선,37.559052,127.005602
321,충무로,3호선,37.56143,126.994072
320,을지로3가,3호선,37.566672,126.992548
319,종로3가,3호선,37.571605,126.991791
318,안국,3호선,37.576477,126.985443
317,경복궁(정부서울청사),3호선,37.575762,126.97353
316,독립문,3호선,37.574571,126.957748
315,무악재,3호선,37.582299,126.950291
314,홍제,3호선,37.589066,126.943736
313,녹번,3호선,37.600927,126.935756
312,불광,3호선,37.610553,126.92982
311,연신내,3호선,37.619229,126.921038
310,구파발,3호선,37.636763,126.918821
309,지축,3호선,37.648033,126.913917
250,용두(동대문구청),2호선,37.574028,127.038091
249,신정네거리,2호선,37.520074,126.852912
248,양천구청,2호선,37.512398,126.865819
247,도림천,2호선,37.514287,126.882768
246,신설동,2호선,37.574747,127.024932
245,신답,2호선,37.57004,127.046481
244,용답,2호선,37.561904,127.050899
243,충정로(경기대입구),2호선,37.559704,126.964378
242,아현,2호선,37.557345,126.956141
241,이대,2호선,37.556733,126.946013
240,신촌,2호선,37.555131,126.936926
239,홍대입구,2호선,37.55679,126.923708
238,합정,2호선,37.549457,126.913808
237,당산,2호선,37.534946,126.902767
236,영등포구청,2호선,37.525706,126.89661
235,문래,2호선,37.517933,126.89476
234,신도림,2호선,37.508961,126.891084
233,대림(구로구청),2호선,37.493243,126.894932
232,구로디지털단지,2호선,37.485266,126.901401
231,신대방,2호선,37.487462,126.913149
230,신림,2호선,37.484201,126.929715
229,봉천,2호선,37.482362,126.941892
228,서울대입구(관악구청),2호선,37.481247,126.952739
227,낙성대,2호선,37.47693,126.963693
226,사당,2호선,37.476538,126.981544
225,방배,2호선,37.481426,126.997596
224,서초,2호선,37.491897,127.007917
223,교대(법원.검찰청),2호선,37.493961,127.014667
222,강남,2호선,37.49799,127.027912
221,역삼,2호선,37.500622,127.036456
220,선릉,2호선,37.504286,127.048203
219,삼성(무역센터),2호선,37.508844,127.06316
218,종합운동장,2호선,37.511022,127.073704
217,잠실새내,2호선,37.511687,127.086162
216,잠실(송파구청),2호선,37.513262,127.100159
215,잠실나루,2호선,37.520733,127.10379
214,강변(동서울터미널),2호선,37.535095,127.094681
213,구의(광진구청),2호선,37.537077,127.085916
212,건대입구,2호선,37.540373,127.069191
211,성수,2호선,37.544581,127.055961
210,뚝섬,2호선,37.547184,127.047367
209,한양대,2호선,37.555273,127.043655
208,왕십리(성동구청),2호선,37.561238,127.036954
207,상왕십리,2호선,37.564354,127.029354
206,신당,2호선,37.56564,127.019614
205,동대문역사문화공원,2호선,37.565613,127.009054
204,을지로4가,2호선,37.566595,126.997817
203,을지로3가,2호선,37.566306,126.991696
202,을지로입구,2호선,37.566014,126.982618
201,시청,2호선,37.563588,126.975411
159,동묘앞,1호선,37.573197,127.01648
158,청량리(서울시립대입구),1호선,37.579956,127.044585
157,제기동,1호선,37.578103,127.034893
156,신설동,1호선,37.576048,127.024634
155,동대문,1호선,37.571687,127.01093
154,종로5가,1호선,37.570926,127.001849
153,종로3가,1호선,37.570406,126.991847
152,종각,1호선,37.570161,126.982923
151,시청,1호선,37.565715,126.977088
150,서울역,1호선,37.556228,126.972135
